PRODUCT_ID,PRODUCT_NAME,CATEGORY,SUB_CATEGORY,BRAND,UNIT_PRICE,COST_PRICE,PRODUCT_STATUS,CREATED_DATE,UPDATED_DATE
200396,Puma Accessories Product 396,Electronics,Accessories,Puma,31578.33,15044.8,INACTIVE,2023-09-11 20:00:00,2024-02-08 20:00:00
200397,Sony Hair Care Product 397,Beauty,Hair Care,Sony,271.91,147.05,INACTIVE,2023-02-03 14:00:00,2023-08-17 14:00:00
200398,Sony Laptops Product 398,Electronics,Laptops,Sony,29951.32,19866.18,ACTIVE,2024-04-09 00:00:00,2024-09-27 00:00:00
200399,Adidas Snacks Product 399,Grocery,Snacks,Adidas,37835.37,33426.33,ACTIVE,2025-02-17 22:00:00,2025-03-20 22:00:00
200400,Samsung Mobiles Product 400,Electronics,Mobiles,Samsung,55346.35,35920.24,ACTIVE,2023-08-19 01:00:00,2024-04-30 01:00:00
200401,Prestige Accessories Product 401,Electronics,Accessories,Prestige,11402.12,8668.6,ACTIVE,2024-05-24 19:00:00,2024-07-13 19:00:00
200402,Sony Laptops Product 402,Electronics,Laptops,Sony,89835.25,45432.96,INACTIVE,2024-04-24 05:00:00,2024-06-30 05:00:00
200403,Philips Decor Product 403,Home,Decor,Philips,28381.01,23925.5,ACTIVE,2023-02-27 08:00:00,2023-09-06 08:00:00
200404,LG Personal Care Product 404,Beauty,Personal Care,LG,65308.31,52480.31,ACTIVE,2023-04-04 06:00:00,2024-01-23 06:00:00
200405,Prestige Accessories Product 405,Electronics,Accessories,Prestige,72017.06,46255.05,DISCONTINUED,2025-01-21 08:00:00,2025-02-09 08:00:00
200406,Tata Skin Care Product 406,Beauty,Skin Care,Tata,42391.09,25369.86,INACTIVE,2023-07-31 12:00:00,2023-08-18 12:00:00
200407,LG Men Product 407,Fashion,Men,LG,17670.26,10066.54,DISCONTINUED,2025-01-11 12:00:00,2025-07-12 12:00:00
200408,Prestige Footwear Product 408,Fashion,Footwear,Prestige,70173.47,49693.33,INACTIVE,2024-01-04 20:00:00,2024-02-23 20:00:00
200409,Puma Hair Care Product 409,Beauty,Hair Care,Puma,29509.29,25528.79,INACTIVE,2023-04-24 23:00:00,2023-05-14 23:00:00
200410,Lakme Men Product 410,Fashion,Men,Lakme,83264.13,68200.17,DISCONTINUED,2023-11-28 11:00:00,2023-12-21 11:00:00
200411,Tata Mobiles Product 411,Electronics,Mobiles,Tata,24807.69,21572.89,DISCONTINUED,2023-10-24 11:00:00,2024-03-11 11:00:00
200412,Sony Snacks Product 412,Grocery,Snacks,Sony,61812.96,54685.2,INACTIVE,2023-12-18 01:00:00,2024-08-25 01:00:00
200413,Philips Men Product 413,Fashion,Men,Philips,27125.37,21934.35,DISCONTINUED,2024-01-04 03:00:00,2024-06-04 03:00:00
200414,Apple Staples Product 414,Grocery,Staples,Apple,34018.34,21494.1,ACTIVE,2024-12-18 23:00:00,2025-01-25 23:00:00
200415,Nike Staples Product 415,Grocery,Staples,Nike,97749.99,45553.48,ACTIVE,2023-12-10 03:00:00,2024-03-03 03:00:00
200416,Samsung Personal Care Product 416,Beauty,Personal Care,Samsung,52853.62,31873.81,ACTIVE,2025-05-30 13:00:00,2025-06-30 13:00:00
200417,Nike Men Product 417,Fashion,Men,Nike,83227.25,48340.67,DISCONTINUED,2025-04-27 04:00:00,2025-11-23 04:00:00
200418,Prestige Decor Product 418,Home,Decor,Prestige,71590.75,36336.43,ACTIVE,2023-08-02 01:00:00,2024-02-09 01:00:00
200419,Apple Footwear Product 419,Fashion,Footwear,Apple,40733.6,25265.62,DISCONTINUED,2023-12-14 00:00:00,2024-06-03 00:00:00
200420,Adidas Snacks Product 420,Grocery,Snacks,Adidas,92051.14,72328.49,DISCONTINUED,2023-02-25 07:00:00,2023-06-27 07:00:00
200421,Prestige Footwear Product 421,Fashion,Footwear,Prestige,60043.53,37617.78,INACTIVE,2023-07-18 16:00:00,2024-02-06 16:00:00
200422,LG Skin Care Product 422,Beauty,Skin Care,LG,47493.87,30442.06,INACTIVE,2023-12-05 17:00:00,2024-03-24 17:00:00
200423,Adidas Snacks Product 423,Grocery,Snacks,Adidas,79239.12,48597.78,INACTIVE,2023-02-13 21:00:00,2023-05-30 21:00:00
200424,Lakme Hair Care Product 424,Beauty,Hair Care,Lakme,3742.12,3264.13,DISCONTINUED,2023-08-05 15:00:00,2023-10-21 15:00:00
200425,Prestige Hair Care Product 425,Beauty,Hair Care,Prestige,7570.65,3758.97,ACTIVE,2024-07-03 10:00:00,2025-03-08 10:00:00
200426,Sony Laptops Product 426,Electronics,Laptops,Sony,25798.31,12981.48,DISCONTINUED,2024-06-09 08:00:00,2025-02-14 08:00:00
200427,Prestige Furniture Product 427,Home,Furniture,Prestige,17126.26,13646.3,DISCONTINUED,2025-03-29 23:00:00,2025-06-07 23:00:00
200428,Philips Kitchen Product 428,Home,Kitchen,Philips,33305.8,29662.1,ACTIVE,2024-09-24 06:00:00,2024-12-25 06:00:00
200429,LG Footwear Product 429,Fashion,Footwear,LG,10405.07,7560.9,INACTIVE,2023-04-13 21:00:00,2023-05-18 21:00:00
200430,Lakme Skin Care Product 430,Beauty,Skin Care,Lakme,13920.99,9307.42,INACTIVE,2023-12-24 04:00:00,2024-02-04 04:00:00
200431,Nike Beverages Product 431,Grocery,Beverages,Nike,88549.34,68703.68,ACTIVE,2023-04-11 07:00:00,2023-09-01 07:00:00
200432,Philips Personal Care Product 432,Beauty,Personal Care,Philips,57496.09,47706.62,INACTIVE,2023-11-22 22:00:00,2024-09-09 22:00:00
200433,Prestige Furniture Product 433,Home,Furniture,Prestige,41953.03,36306.84,INACTIVE,2023-02-02 11:00:00,2023-07-18 11:00:00
200434,Adidas Personal Care Product 434,Beauty,Personal Care,Adidas,85664.58,57908.32,ACTIVE,2023-10-01 20:00:00,2023-12-13 20:00:00
200435,Lakme Staples Product 435,Grocery,Staples,Lakme,55747.8,27591.9,DISCONTINUED,2024-11-20 05:00:00,2025-05-08 05:00:00
200436,Lakme Hair Care Product 436,Beauty,Hair Care,Lakme,38186.03,22336.25,ACTIVE,2024-08-29 22:00:00,2025-02-06 22:00:00
200437,LG Men Product 437,Fashion,Men,LG,36121.12,28096.56,INACTIVE,2023-11-13 18:00:00,2024-03-19 18:00:00
200438,LG Hair Care Product 438,Beauty,Hair Care,LG,40101.57,31393.97,ACTIVE,2024-12-25 17:00:00,2025-01-18 17:00:00
200439,Apple Women Product 439,Fashion,Women,Apple,46496.21,34384.21,INACTIVE,2023-12-27 18:00:00,2024-08-03 18:00:00
200440,Sony Hair Care Product 440,Beauty,Hair Care,Sony,39063.66,30038.33,DISCONTINUED,2023-05-05 21:00:00,2024-01-19 21:00:00
200441,Samsung Mobiles Product 441,Electronics,Mobiles,Samsung,93509.45,69916.02,ACTIVE,2023-03-18 19:00:00,2023-11-17 19:00:00
200442,Samsung Mobiles Product 442,Electronics,Mobiles,Samsung,32829.33,16960.83,ACTIVE,2025-04-13 08:00:00,2026-01-29 08:00:00
200443,Adidas Laptops Product 443,Electronics,Laptops,Adidas,76628.48,43499.65,ACTIVE,2023-06-09 19:00:00,2023-10-11 19:00:00
200444,Nike Skin Care Product 444,Beauty,Skin Care,Nike,8898.51,6255.55,INACTIVE,2023-11-14 01:00:00,2024-04-28 01:00:00
200445,Nike Furniture Product 445,Home,Furniture,Nike,93265.82,82980.0,ACTIVE,2024-01-31 00:00:00,2024-10-05 00:00:00
200446,Nike Hair Care Product 446,Beauty,Hair Care,Nike,39788.77,32521.43,DISCONTINUED,2024-06-05 07:00:00,2024-07-30 07:00:00
200447,LG Furniture Product 447,Home,Furniture,LG,73498.05,57006.33,ACTIVE,2023-04-09 08:00:00,2023-09-20 08:00:00
200448,Adidas Mobiles Product 448,Electronics,Mobiles,Adidas,30361.35,14772.16,INACTIVE,2023-07-11 02:00:00,2023-08-29 02:00:00
200449,Adidas Kitchen Product 449,Home,Kitchen,Adidas,31911.55,19182.96,INACTIVE,2024-08-16 04:00:00,2024-08-20 04:00:00
200450,Samsung Staples Product 450,Grocery,Staples,Samsung,27100.56,18698.36,ACTIVE,2024-09-01 20:00:00,2024-09-08 20:00:00
200451,Adidas Mobiles Product 451,Electronics,Mobiles,Adidas,10836.5,8936.95,DISCONTINUED,2024-05-04 17:00:00,2024-12-27 17:00:00
200452,Nike Personal Care Product 452,Beauty,Personal Care,Nike,50278.99,39633.93,INACTIVE,2023-02-21 05:00:00,2023-09-13 05:00:00
200453,Lakme Accessories Product 453,Electronics,Accessories,Lakme,90016.07,80619.27,DISCONTINUED,2023-09-23 02:00:00,2024-04-27 02:00:00
200454,Puma Decor Product 454,Home,Decor,Puma,58440.75,44988.83,INACTIVE,2023-08-22 01:00:00,2024-04-16 01:00:00
200455,Philips Personal Care Product 455,Beauty,Personal Care,Philips,8583.01,5750.65,ACTIVE,2023-12-16 02:00:00,2024-01-05 02:00:00
200456,Puma Furniture Product 456,Home,Furniture,Puma,32637.84,27694.69,DISCONTINUED,2025-04-06 12:00:00,2025-09-24 12:00:00
200457,Lakme Decor Product 457,Home,Decor,Lakme,39120.64,27536.51,DISCONTINUED,2024-05-26 06:00:00,2024-10-01 06:00:00
200458,Sony Mobiles Product 458,Electronics,Mobiles,Sony,46202.12,41440.06,ACTIVE,2023-07-24 17:00:00,2023-09-20 17:00:00
200459,LG Hair Care Product 459,Beauty,Hair Care,LG,27059.18,17122.82,ACTIVE,2024-09-29 17:00:00,2025-04-14 17:00:00
200460,Lakme Kitchen Product 460,Home,Kitchen,Lakme,65515.81,53650.08,INACTIVE,2025-04-18 08:00:00,2026-01-05 08:00:00
200461,Sony Accessories Product 461,Electronics,Accessories,Sony,27374.96,22471.13,INACTIVE,2023-03-07 11:00:00,2023-10-31 11:00:00
200462,Lakme Staples Product 462,Grocery,Staples,Lakme,67505.83,31339.22,INACTIVE,2023-07-04 15:00:00,2023-08-01 15:00:00
200463,LG Personal Care Product 463,Beauty,Personal Care,LG,26610.15,13336.57,INACTIVE,2023-02-06 07:00:00,2023-05-05 07:00:00
200464,Sony Accessories Product 464,Electronics,Accessories,Sony,47519.6,40976.16,DISCONTINUED,2023-09-25 07:00:00,2023-12-21 07:00:00
200465,Philips Personal Care Product 465,Beauty,Personal Care,Philips,39294.04,34950.77,INACTIVE,2024-10-04 16:00:00,2025-05-06 16:00:00
200466,Prestige Mobiles Product 466,Electronics,Mobiles,Prestige,79229.74,45081.28,INACTIVE,2025-01-11 15:00:00,2025-01-29 15:00:00
200467,Adidas Women Product 467,Fashion,Women,Adidas,27515.92,18984.93,ACTIVE,2024-09-18 22:00:00,2025-03-10 22:00:00
200468,Philips Men Product 468,Fashion,Men,Philips,76279.35,53849.19,ACTIVE,2023-05-28 07:00:00,2024-03-18 07:00:00
200469,Apple Mobiles Product 469,Electronics,Mobiles,Apple,50015.95,23400.13,INACTIVE,2024-09-11 01:00:00,2025-03-12 01:00:00
200470,Nestle Decor Product 470,Home,Decor,Nestle,86191.0,61099.64,ACTIVE,2024-11-10 13:00:00,2025-08-18 13:00:00
200471,Philips Laptops Product 471,Electronics,Laptops,Philips,63632.56,44382.69,INACTIVE,2023-01-04 19:00:00,2023-04-21 19:00:00
200472,Samsung Beverages Product 472,Grocery,Beverages,Samsung,28524.2,24110.05,INACTIVE,2023-11-06 02:00:00,2024-08-03 02:00:00
200473,Philips Snacks Product 473,Grocery,Snacks,Philips,16928.44,14906.1,ACTIVE,2023-10-29 13:00:00,2024-02-13 13:00:00
200474,Sony Beverages Product 474,Grocery,Beverages,Sony,45091.53,35847.32,ACTIVE,2024-08-23 05:00:00,2025-03-28 05:00:00
200475,Apple Men Product 475,Fashion,Men,Apple,8566.51,5684.98,INACTIVE,2024-11-17 08:00:00,2025-03-26 08:00:00
200476,Sony Kitchen Product 476,Home,Kitchen,Sony,70129.17,50825.04,DISCONTINUED,2024-01-19 23:00:00,2024-09-25 23:00:00
200477,Apple Accessories Product 477,Electronics,Accessories,Apple,46262.62,38253.82,INACTIVE,2023-06-29 02:00:00,2024-03-11 02:00:00
200478,Adidas Laptops Product 478,Electronics,Laptops,Adidas,25953.51,19758.69,ACTIVE,2024-03-15 00:00:00,2024-12-14 00:00:00
200479,Sony Staples Product 479,Grocery,Staples,Sony,78311.57,61015.97,ACTIVE,2024-10-23 05:00:00,2025-01-31 05:00:00
200480,Puma Furniture Product 480,Home,Furniture,Puma,32465.31,14655.38,INACTIVE,2023-09-23 07:00:00,2024-02-04 07:00:00
200481,LG Snacks Product 481,Grocery,Snacks,LG,9487.85,8385.7,DISCONTINUED,2023-01-08 03:00:00,2023-06-11 03:00:00
200482,Philips Mobiles Product 482,Electronics,Mobiles,Philips,27349.06,14280.14,INACTIVE,2023-04-05 09:00:00,2023-08-25 09:00:00
200483,LG Women Product 483,Fashion,Women,LG,83020.41,44376.74,ACTIVE,2024-12-22 16:00:00,2025-03-05 16:00:00
200484,LG Staples Product 484,Grocery,Staples,LG,48867.24,28592.63,ACTIVE,2024-05-28 11:00:00,2024-06-22 11:00:00
200485,Tata Beverages Product 485,Grocery,Beverages,Tata,14689.79,7717.77,DISCONTINUED,2024-06-01 09:00:00,2025-03-28 09:00:00
200486,Prestige Laptops Product 486,Electronics,Laptops,Prestige,21145.48,11938.17,ACTIVE,2024-03-21 20:00:00,2024-09-02 20:00:00
200487,Samsung Staples Product 487,Grocery,Staples,Samsung,75625.22,45683.22,INACTIVE,2023-01-13 17:00:00,2023-07-06 17:00:00
200488,Philips Furniture Product 488,Home,Furniture,Philips,4510.16,3137.32,ACTIVE,2024-01-01 08:00:00,2024-05-05 08:00:00
200489,LG Personal Care Product 489,Beauty,Personal Care,LG,60134.45,48263.49,INACTIVE,2024-06-04 09:00:00,2024-07-24 09:00:00
200490,Apple Furniture Product 490,Home,Furniture,Apple,71456.9,62260.17,INACTIVE,2023-01-13 14:00:00,2023-08-20 14:00:00
200491,Nike Snacks Product 491,Grocery,Snacks,Nike,39376.61,22961.99,ACTIVE,2024-06-14 18:00:00,2025-01-11 18:00:00
200492,Nike Footwear Product 492,Fashion,Footwear,Nike,3866.26,3477.52,INACTIVE,2023-03-22 19:00:00,2023-08-14 19:00:00
200493,Adidas Laptops Product 493,Electronics,Laptops,Adidas,27799.75,17725.71,ACTIVE,2023-03-28 22:00:00,2023-12-06 22:00:00
200494,Apple Kitchen Product 494,Home,Kitchen,Apple,78860.03,62122.55,DISCONTINUED,2025-02-07 14:00:00,2025-07-22 14:00:00
200495,Adidas Mobiles Product 495,Electronics,Mobiles,Adidas,5311.04,4215.25,ACTIVE,2023-02-01 05:00:00,2023-03-16 05:00:00
200496,Apple Beverages Product 496,Grocery,Beverages,Apple,10843.53,6156.48,INACTIVE,2023-09-22 19:00:00,2024-02-24 19:00:00
200497,Prestige Personal Care Product 497,Beauty,Personal Care,Prestige,48490.31,33579.69,ACTIVE,2024-03-21 09:00:00,2024-11-04 09:00:00
200498,Tata Beverages Product 498,Grocery,Beverages,Tata,39723.27,33570.3,INACTIVE,2023-07-28 05:00:00,2024-04-14 05:00:00
200499,Puma Furniture Product 499,Home,Furniture,Puma,33459.07,30061.62,ACTIVE,2024-05-11 00:00:00,2024-10-27 00:00:00
200500,Sony Laptops Product 500,Electronics,Laptops,Sony,84800.64,38164.55,DISCONTINUED,2023-04-07 06:00:00,2024-01-21 06:00:00
200501,Apple Laptops Product 501,Electronics,Laptops,Apple,13199.28,7371.03,ACTIVE,2024-10-17 11:00:00,2024-11-15 11:00:00
200502,LG Footwear Product 502,Fashion,Footwear,LG,65598.63,56397.5,ACTIVE,2024-01-29 20:00:00,2024-06-04 20:00:00
200503,Nestle Footwear Product 503,Fashion,Footwear,Nestle,92415.97,57933.78,INACTIVE,2023-11-15 17:00:00,2023-12-14 17:00:00
200504,Lakme Footwear Product 504,Fashion,Footwear,Lakme,7572.63,6403.28,INACTIVE,2023-06-12 00:00:00,2024-02-22 00:00:00
200505,Apple Hair Care Product 505,Beauty,Hair Care,Apple,66617.87,40485.65,INACTIVE,2024-05-23 04:00:00,2025-02-06 04:00:00
200506,Puma Furniture Product 506,Home,Furniture,Puma,89188.55,57658.21,ACTIVE,2024-05-23 14:00:00,2024-12-03 14:00:00
200507,Tata Furniture Product 507,Home,Furniture,Tata,55982.61,25874.83,ACTIVE,2025-02-03 06:00:00,2025-11-21 06:00:00
200508,Lakme Decor Product 508,Home,Decor,Lakme,7578.07,5249.52,INACTIVE,2024-03-07 07:00:00,2024-09-14 07:00:00
200509,Nike Furniture Product 509,Home,Furniture,Nike,28073.75,25022.04,INACTIVE,2023-07-27 05:00:00,2024-05-18 05:00:00
200510,Samsung Staples Product 510,Grocery,Staples,Samsung,24561.3,13944.57,ACTIVE,2023-11-10 03:00:00,2024-07-20 03:00:00
200511,Prestige Furniture Product 511,Home,Furniture,Prestige,66032.1,30146.63,ACTIVE,2024-04-28 03:00:00,2024-05-12 03:00:00
200512,Sony Snacks Product 512,Grocery,Snacks,Sony,48892.77,40915.0,INACTIVE,2025-03-05 01:00:00,2025-08-10 01:00:00
200513,Lakme Accessories Product 513,Electronics,Accessories,Lakme,52766.54,33645.38,INACTIVE,2023-11-13 02:00:00,2024-04-21 02:00:00
200514,Prestige Staples Product 514,Grocery,Staples,Prestige,76283.87,61593.25,INACTIVE,2025-04-17 23:00:00,2025-07-28 23:00:00
200515,Sony Decor Product 515,Home,Decor,Sony,43661.95,20356.81,ACTIVE,2024-06-28 12:00:00,2024-09-23 12:00:00
200516,Nestle Furniture Product 516,Home,Furniture,Nestle,94794.0,73752.01,DISCONTINUED,2025-06-02 04:00:00,2026-02-10 04:00:00
200517,Sony Furniture Product 517,Home,Furniture,Sony,14367.68,7206.57,INACTIVE,2023-06-13 04:00:00,2024-03-01 04:00:00
200518,Tata Personal Care Product 518,Beauty,Personal Care,Tata,57761.56,35117.41,ACTIVE,2023-01-25 16:00:00,2023-10-26 16:00:00
200519,Sony Skin Care Product 519,Beauty,Skin Care,Sony,93473.76,75178.18,DISCONTINUED,2023-09-15 21:00:00,2024-06-19 21:00:00
200520,Adidas Staples Product 520,Grocery,Staples,Adidas,29416.34,14756.78,ACTIVE,2024-02-27 21:00:00,2024-09-05 21:00:00
200521,LG Decor Product 521,Home,Decor,LG,17502.18,14024.28,ACTIVE,2025-04-26 13:00:00,2025-08-17 13:00:00
200522,Nike Personal Care Product 522,Beauty,Personal Care,Nike,75190.23,49832.42,INACTIVE,2024-01-27 20:00:00,2024-10-28 20:00:00
200523,Philips Snacks Product 523,Grocery,Snacks,Philips,6637.01,5244.13,DISCONTINUED,2025-04-23 16:00:00,2025-06-03 16:00:00
200524,Philips Skin Care Product 524,Beauty,Skin Care,Philips,97553.1,86441.88,DISCONTINUED,2024-02-11 07:00:00,2024-10-19 07:00:00
200525,Apple Men Product 525,Fashion,Men,Apple,46418.58,33901.52,INACTIVE,2024-11-05 09:00:00,2025-01-18 09:00:00
200526,Philips Women Product 526,Fashion,Women,Philips,22535.76,13855.4,DISCONTINUED,2023-09-22 11:00:00,2024-03-29 11:00:00
200527,Samsung Men Product 527,Fashion,Men,Samsung,76335.09,66691.02,INACTIVE,2023-07-29 06:00:00,2024-03-11 06:00:00
200528,Sony Decor Product 528,Home,Decor,Sony,92917.24,44125.7,INACTIVE,2024-09-19 07:00:00,2024-12-08 07:00:00
200529,Tata Skin Care Product 529,Beauty,Skin Care,Tata,84914.98,42630.38,INACTIVE,2025-05-28 10:00:00,2025-09-15 10:00:00
200530,Sony Personal Care Product 530,Beauty,Personal Care,Sony,51245.88,29215.97,DISCONTINUED,2024-01-24 09:00:00,2024-04-17 09:00:00
200531,Nike Personal Care Product 531,Beauty,Personal Care,Nike,18388.02,15732.87,ACTIVE,2024-07-02 21:00:00,2025-03-04 21:00:00
200532,LG Staples Product 532,Grocery,Staples,LG,43331.73,22830.19,ACTIVE,2024-10-30 00:00:00,2025-01-22 00:00:00
200533,Lakme Skin Care Product 533,Beauty,Skin Care,Lakme,3476.66,2635.8,DISCONTINUED,2024-09-15 19:00:00,2025-05-19 19:00:00
200534,Nike Laptops Product 534,Electronics,Laptops,Nike,48019.53,29637.04,ACTIVE,2024-12-13 09:00:00,2025-03-08 09:00:00
200535,Nestle Mobiles Product 535,Electronics,Mobiles,Nestle,46483.69,28519.85,DISCONTINUED,2025-05-28 15:00:00,2025-10-01 15:00:00
200536,Nestle Staples Product 536,Grocery,Staples,Nestle,6537.97,3013.25,DISCONTINUED,2025-06-03 01:00:00,2025-07-29 01:00:00
200537,Adidas Men Product 537,Fashion,Men,Adidas,88765.82,51603.03,DISCONTINUED,2025-06-08 13:00:00,2026-02-27 13:00:00
200538,Prestige Snacks Product 538,Grocery,Snacks,Prestige,88047.0,41425.57,ACTIVE,2023-01-13 21:00:00,2023-08-10 21:00:00
200539,Sony Hair Care Product 539,Beauty,Hair Care,Sony,34865.93,19749.32,INACTIVE,2024-03-04 22:00:00,2024-12-05 22:00:00
200540,Samsung Staples Product 540,Grocery,Staples,Samsung,23174.44,13491.9,ACTIVE,2024-07-13 08:00:00,2024-12-30 08:00:00
200541,Samsung Skin Care Product 541,Beauty,Skin Care,Samsung,36498.13,24645.05,ACTIVE,2023-03-24 06:00:00,2023-08-17 06:00:00
200542,LG Men Product 542,Fashion,Men,LG,87424.11,47902.58,DISCONTINUED,2025-05-27 04:00:00,2025-10-24 04:00:00
200543,Nestle Beverages Product 543,Grocery,Beverages,Nestle,62436.35,49681.69,DISCONTINUED,2023-07-14 01:00:00,2024-04-25 01:00:00
200544,Puma Furniture Product 544,Home,Furniture,Puma,81330.31,65721.29,INACTIVE,2023-08-15 06:00:00,2024-04-10 06:00:00
200545,Tata Furniture Product 545,Home,Furniture,Tata,85304.41,56583.2,DISCONTINUED,2023-06-02 17:00:00,2023-11-10 17:00:00
200546,Lakme Snacks Product 546,Grocery,Snacks,Lakme,8669.43,4484.2,INACTIVE,2023-10-04 16:00:00,2024-01-22 16:00:00
200547,Nestle Accessories Product 547,Electronics,Accessories,Nestle,51995.14,27806.01,ACTIVE,2025-04-10 04:00:00,2025-09-14 04:00:00
200548,Puma Furniture Product 548,Home,Furniture,Puma,51301.62,27341.57,INACTIVE,2024-05-31 21:00:00,2024-08-30 21:00:00
200549,Samsung Furniture Product 549,Home,Furniture,Samsung,37523.94,24361.37,DISCONTINUED,2024-05-09 08:00:00,2024-05-19 08:00:00
200550,Nike Mobiles Product 550,Electronics,Mobiles,Nike,3358.77,2419.82,ACTIVE,2025-03-02 09:00:00,2025-07-27 09:00:00
200551,Apple Women Product 551,Fashion,Women,Apple,9203.46,6539.14,ACTIVE,2023-10-20 02:00:00,2024-03-31 02:00:00
200552,Apple Kitchen Product 552,Home,Kitchen,Apple,49931.68,24142.92,INACTIVE,2023-04-14 23:00:00,2023-12-02 23:00:00
200553,Prestige Decor Product 553,Home,Decor,Prestige,56775.96,44171.08,INACTIVE,2025-04-13 02:00:00,2025-08-24 02:00:00
200554,Sony Hair Care Product 554,Beauty,Hair Care,Sony,34338.43,17697.59,ACTIVE,2024-11-08 13:00:00,2025-03-20 13:00:00
200555,LG Footwear Product 555,Fashion,Footwear,LG,74810.37,35590.01,DISCONTINUED,2025-01-31 17:00:00,2025-06-04 17:00:00
200556,Tata Women Product 556,Fashion,Women,Tata,62886.8,49428.97,DISCONTINUED,2023-05-27 17:00:00,2023-11-07 17:00:00
200557,Prestige Men Product 557,Fashion,Men,Prestige,61196.76,37097.57,DISCONTINUED,2024-06-27 09:00:00,2025-03-07 09:00:00
200558,Puma Mobiles Product 558,Electronics,Mobiles,Puma,33258.79,18654.69,DISCONTINUED,2023-05-16 08:00:00,2023-11-02 08:00:00
200559,Adidas Laptops Product 559,Electronics,Laptops,Adidas,49073.9,30608.91,INACTIVE,2023-10-14 23:00:00,2024-04-25 23:00:00
200560,Nestle Staples Product 560,Grocery,Staples,Nestle,98472.37,83005.93,INACTIVE,2024-12-21 11:00:00,2025-02-20 11:00:00
200561,Prestige Accessories Product 561,Electronics,Accessories,Prestige,68314.89,52115.77,INACTIVE,2024-04-27 05:00:00,2024-12-24 05:00:00
200562,Prestige Hair Care Product 562,Beauty,Hair Care,Prestige,79942.74,56430.37,DISCONTINUED,2023-08-18 04:00:00,2023-11-03 04:00:00
200563,Adidas Footwear Product 563,Fashion,Footwear,Adidas,11753.27,8969.2,ACTIVE,2025-02-23 07:00:00,2025-08-20 07:00:00
200564,Nestle Hair Care Product 564,Beauty,Hair Care,Nestle,78426.54,41258.28,ACTIVE,2023-08-13 16:00:00,2024-04-03 16:00:00
200565,Adidas Staples Product 565,Grocery,Staples,Adidas,35016.61,19335.03,DISCONTINUED,2023-08-12 03:00:00,2023-10-16 03:00:00
200566,Prestige Furniture Product 566,Home,Furniture,Prestige,84660.19,73036.31,DISCONTINUED,2023-06-30 04:00:00,2023-09-04 04:00:00
200567,Prestige Women Product 567,Fashion,Women,Prestige,90290.03,64225.03,INACTIVE,2024-01-27 10:00:00,2024-08-21 10:00:00
200568,Nestle Furniture Product 568,Home,Furniture,Nestle,70152.43,36704.02,DISCONTINUED,2025-03-10 11:00:00,2025-10-17 11:00:00
200569,Apple Men Product 569,Fashion,Men,Apple,52064.75,35543.07,ACTIVE,2025-06-04 15:00:00,2025-06-15 15:00:00
200570,Samsung Snacks Product 570,Grocery,Snacks,Samsung,94450.54,78458.26,INACTIVE,2024-08-26 06:00:00,2024-12-05 06:00:00
200571,Nestle Laptops Product 571,Electronics,Laptops,Nestle,37929.47,24685.54,INACTIVE,2024-01-07 22:00:00,2024-07-21 22:00:00
200572,Apple Mobiles Product 572,Electronics,Mobiles,Apple,52911.9,28437.24,ACTIVE,2024-05-06 12:00:00,2025-02-15 12:00:00
200573,Apple Accessories Product 573,Electronics,Accessories,Apple,63130.12,30220.54,ACTIVE,2023-07-03 14:00:00,2023-10-15 14:00:00
200574,Apple Kitchen Product 574,Home,Kitchen,Apple,77166.73,42171.71,INACTIVE,2024-01-19 14:00:00,2024-03-14 14:00:00
200575,Adidas Hair Care Product 575,Beauty,Hair Care,Adidas,64451.44,49699.56,INACTIVE,2023-04-28 01:00:00,2023-05-24 01:00:00
200576,Lakme Men Product 576,Fashion,Men,Lakme,19940.62,16490.47,ACTIVE,2023-11-18 10:00:00,2023-12-28 10:00:00
200577,Samsung Men Product 577,Fashion,Men,Samsung,19230.91,16305.45,INACTIVE,2023-09-13 04:00:00,2024-02-29 04:00:00
200578,Nestle Accessories Product 578,Electronics,Accessories,Nestle,81542.08,37267.3,DISCONTINUED,2023-09-14 00:00:00,2024-04-28 00:00:00
200579,Tata Men Product 579,Fashion,Men,Tata,12718.02,8936.73,ACTIVE,2023-11-23 14:00:00,2024-02-04 14:00:00
200580,LG Hair Care Product 580,Beauty,Hair Care,LG,23595.15,12203.6,ACTIVE,2024-09-01 12:00:00,2024-09-10 12:00:00
200581,Samsung Snacks Product 581,Grocery,Snacks,Samsung,28254.47,24838.38,INACTIVE,2024-05-16 12:00:00,2024-11-19 12:00:00
200582,Adidas Personal Care Product 582,Beauty,Personal Care,Adidas,26876.29,18108.05,INACTIVE,2024-10-14 12:00:00,2025-06-18 12:00:00
200583,Adidas Skin Care Product 583,Beauty,Skin Care,Adidas,45795.29,35664.68,ACTIVE,2023-09-15 03:00:00,2024-06-13 03:00:00
200584,Nike Mobiles Product 584,Electronics,Mobiles,Nike,59954.28,42461.54,DISCONTINUED,2024-03-16 21:00:00,2024-05-21 21:00:00
200585,Prestige Furniture Product 585,Home,Furniture,Prestige,59720.19,30008.99,INACTIVE,2023-12-20 03:00:00,2024-08-17 03:00:00
200586,Nestle Accessories Product 586,Electronics,Accessories,Nestle,98857.13,64184.98,INACTIVE,2023-05-06 12:00:00,2023-07-21 12:00:00
